id,word
222,virginia
222,shortly
222,usnscomfort
222,load
222,gill
222,naval
222,station
222,norfolk
222,depart
222,york
222,city
222,afternoon
223,president
223,unite
223,iran
223,nuclear
223,weapon
224,watch
224,blue
224,collar
224,boom
224,rise
224,wage
225,atking
225,iranian
225,talk
225,needless
225,provocation
225,pelosi
225,suppor
226,trade
226,deal
226,china
226,term
226,relationship
226,billion
226,dollar
226,country
226,position
226,phase
226,start
226,u.s
226,history
226,usmca
227,sleepy
227,joe
227,st
227,louis
227,missouri
227,elect
227,kaglandslidevictory
228,amash
228,wonderful
228,candidate
228,district
228,chance
228,maintain
228,congressional
228,seat
228,vote
228,dems
228,jill
228,stein
229,wow
229,president
229,woman
229,lynn
229,vote
229,entire
229,life
229,time
229,vote
229,fo
230,president
230,trump's
230,week
230,continue
232,دولت
232,ایران
232,باید
232,به
232,گروه‌های
232,حقوق
232,بشر
232,اجازه
232,بدهد
232,حقیقت
232,کنونی
232,اعتراضات
232,در
232,جریان
232,مردم
232,ایران
232,را
232,نظارت
232,کرده
232,و
232,گزارش
232,بدهند
232,نباید
232,شاهد
232,کشتار
232,دوباره
232,ی
232,معترضان
232,مسالمت
232,آمیز
232,و
232,یا
232,قطع
232,اینترنت
232,باشیم
232,جهان
232,نظاره
232,گر
232,این
232,اتفاقات
232,است
233,texas
233,oklahoma
233,mini
233,mike
233,bloomberg
233,kill
233,drill
233,fracking
233,pipeline
233,petroleum
233,base
233,dead
233,energy
233,job
233,don’t
233,vote
233,mini
233,mike
234,win
234,nervous
234,nancy
234,pelosi
234,democrat
234,congress
234,sue
234,throw
234,unanimous
234,d.c
234,circuit
234,witch
234,hunt
235,consideration
235,quarantine
235,develop
235,hot
235,spot
235,york
235,jersey
235,connecut
235,decision
235,shortly
236,grateful
236,proting
236,nation’s
236,food
236,supply
236,pres
236,ceo
236,julie
236,ann
237,partisan
237,impeachment
237,u.s
237,history
237,hasn’t
237,short
237,distraction
237,mislead
237,statement
237,outright
238,bright
238,day
238,ahead
238,louisiana
238,federal
238,official
239,admiral
239,ronny
240,charlotte
240,north
240,carolina
240,expand
240,grow
240,unprecedented
240,economic
240,momentum
240,launch
240,brand
240,nationwide
240,caign
240,revitalize
240,serve
240,city
240,town
240,america
240,it’s
240,call
240,oppounity
241,power
241,surveillance
241,spy
241,polial
241,opponent’s
241,caign
241,you’d
241,expect
241,russia
242,tennesseans
242,care
242,issue
242,trade
242,relation
242,border
242,security
242,tax
242,relief
242,democrat
242,care
242,abou
243,perfectly
243,coordinate
243,fine
243,tune
243,plan
243,white
243,house
243,atk
243,coronavirus
243,move
243,close
243,border
243,godsend
243,v.p
243,job
243,fake
243,news
243,medium
243,bad
243,sad
244,remind
244,lie
244,fill
244,leftist
244,hypocrite
244,happen
244,fine
244,democrat
244,block
245,live
245,president
245,send
245,usns
245,comfort
246,continue
246,republican
246,senator
246,romney
246,highly
246,religious
246,people
246,smart
246,vote
246,impeachment
246,hoax
246,person
246,manchin
246,puppet
246,schumer
246,pelosi
246,that’s
247,surprise
247,disappoint
247,senator
247,joe
